id,price_doc
30474,5054911.5
30475,7648282.5
30476,5094363.5
30477,6251920.0
30478,5078637.0
30479,8471999.0
30480,4277501.5
30481,4282183.0
30482,5023228.0
30483,4999590.0
30484,6690267.5
30485,4777417.0
30486,4213880.5
30487,4225688.0
30488,6188241.5
30489,6174376.5
30490,22262816.0
30491,13462345.0
30492,5646722.5
30493,13099246.0
30494,6763910.0
30495,8902837.0
30496,8743647.0
30497,8088194.5
30498,4311211.0
30499,8165434.0
30500,11596173.0
30501,6283834.0
30502,3425726.75
30503,6163639.5
30504,5280050.5
30505,11798258.0
30506,3460173.0
30507,4915952.0
30508,5347555.5
30509,6361162.5
30510,9818070.0
30511,5844951.5
30512,5836490.5
30513,4268703.5
30514,3693701.5
30515,10364689.0
30516,6160683.5
30517,11962495.0
30518,6703206.5
30519,4444705.0
30520,6970032.5
30521,5301879.0
30522,6991523.0
30523,5801568.0
30524,10837929.0
30525,7487358.5
30526,4940721.0
30527,4496574.5
30528,6349931.5
30529,5969334.5
30530,5315406.5
30531,14639545.0
30532,4728341.5
30533,7870277.0
30534,6881941.0
30535,9919489.0
30536,5793700.0
30537,9057329.0
30538,4412228.0
30539,8697872.0
30540,10069473.0
30541,5695468.0
30542,2164344.0
30543,4999857.0
30544,6881140.5
30545,7504708.5
30546,4053763.75
30547,10006923.0
30548,4434552.0
30549,5348861.5
30550,11227911.0
30551,5073215.5
30552,2084709.125
30553,6872097.0
30554,8904263.0
30555,6233387.0
30556,8998885.0
30557,6376991.5
30558,9453479.0
30559,5138144.5
30560,6126356.5
30561,6652596.0
30562,11687881.0
30563,4438313.0
30564,6505955.0
30565,6158204.5
30566,7182581.0
30567,2086897.25
30568,9817471.0
30569,8957342.0
30570,6595130.5
30571,6820302.5
30572,4962803.0
30573,6806183.0
30574,5782935.5
30575,5888833.5
30576,4447499.0
30577,4339152.0
30578,3365543.75
30579,6709743.0
30580,4406416.5
30581,4955155.5
30582,11562470.0
30583,7194921.0
30584,3809840.25
30585,3274445.5
30586,8902361.0
30587,5992777.5
30588,7457258.0
30589,7034292.5
30590,10046223.0
30591,4778141.0
30592,5976266.5
30593,8216701.0
30594,7785227.5
30595,4690239.0
30596,7885942.0
30597,6839106.5
30598,9868405.0
30599,10638202.0
30600,4971168.0
30601,6107886.5
30602,1904277.625
30603,11799788.0
30604,4417575.0
30605,7108833.0
30606,16858788.0
30607,5401898.0
30608,8579691.0
30609,6171568.5
30610,3385321.75
30611,5471540.5
30612,7011842.0
30613,9121300.0
30614,21616292.0
30615,7635703.5
30616,5640458.0
30617,9551496.0
30618,4468395.0
30619,4306296.5
30620,3069428.25
30621,7568020.5
30622,6553712.0
30623,5135592.5
30624,7203249.0
30625,7799972.0
30626,6377265.5
30627,5186544.0
30628,6624196.0
30629,4895740.5
30630,4565534.5
30631,6125760.5
30632,4401586.5
30633,5426414.0
30634,9506023.0
30635,10069473.0
30636,5216456.0
30637,9781286.0
30638,5827602.5
30639,6912277.0
30640,4567355.0
30641,8364869.0
30642,6130780.5
30643,6745306.5
30644,9868405.0
30645,6833740.5
30646,5087556.5
30647,4714846.5
30648,28422160.0
30649,2444094.25
30650,4357415.0
30651,3460173.0
30652,4602461.5
30653,7734114.5
30654,4632648.5
30655,10629521.0
30656,3955318.0
30657,5551692.0
30658,9957173.0
30659,4670118.5
30660,7997014.0
30661,6607199.0
30662,8621785.0
30663,20874644.0
30664,11188064.0
30665,6265941.0
30666,2697032.25
30667,4554132.5
30668,8747584.0
30669,5197432.5
30670,2660899.5
30671,6943746.5
30672,11571184.0
30673,9929218.0
30674,10286502.0
30675,2164344.0
30676,6159150.5
30677,4286310.0
30678,18314708.0
30679,5154448.5
30680,5477131.5
30681,2364530.0
30682,8043526.0
30683,9939394.0
30684,4377119.0
30685,6778122.5
30686,10105279.0
30687,4875607.5
30688,4505279.5
30689,12220977.0
30690,28422160.0
30691,4847520.5
30692,5795656.0
30693,9326873.0
30694,4959637.5
30695,7667343.5
30696,6079544.5
30697,11037701.0
30698,6529737.0
30699,5699097.5
30700,4962803.0
30701,9868405.0
30702,5514296.5
30703,4065320.0
30704,11315822.0
30705,8188813.0
30706,26230056.0
30707,3518922.25
30708,10382001.0
30709,6566243.0
30710,7699937.0
30711,5107507.5
30712,3785289.25
30713,4988921.0
30714,6211460.5
30715,4523322.5
30716,9939394.0
30717,5683775.0
30718,7565249.5
30719,15008624.0
30720,6075696.0
30721,3475064.25
30722,6299398.5
30723,6406262.5
30724,11370972.0
30725,6460258.0
30726,10720085.0
30727,10343400.0
30728,10642748.0
30729,3493363.0
30730,6401053.0
30731,6201238.5
30732,4510236.0
30733,8282812.0
30734,6963037.0
30735,5576876.5
30736,5293512.5
30737,6848929.5
30738,5683672.0
30739,3539176.25
30740,7252645.0
30741,11246773.0
30742,4214628.5
30743,4861567.0
30744,9772353.0
30745,5934290.5
30746,5720093.5
30747,15311504.0
30748,15956193.0
30749,4763936.0
30750,6512647.0
30751,3284018.25
30752,8576583.0
30753,10436720.0
30754,4638563.5
30755,5145318.5
30756,7746405.0
30757,4589019.5
30758,10247845.0
30759,5913748.5
30760,4961184.5
30761,7967850.0
30762,6889506.0
30763,11658847.0
30764,6052511.0
30765,4515431.0
30766,3658486.25
30767,8834658.0
30768,4352917.0
30769,5943522.0
30770,6153872.0
30771,3304971.25
30772,8639548.0
30773,8240982.0
30774,5510185.5
30775,9702206.0
30776,5193374.5
30777,6275803.0
30778,9188019.0
30779,6163075.5
30780,6775059.0
30781,6877571.5
30782,6217298.0
30783,5844505.5
30784,3716180.5
30785,4669731.0
30786,4149401.25
30787,6264459.5
30788,5477215.5
30789,6550769.0
30790,5611929.0
30791,10079812.0
30792,7216547.0
30793,11003774.0
30794,11619509.0
30795,9978809.0
30796,10083869.0
30797,14960037.0
30798,2782879.0
30799,8539114.0
30800,12968335.0
30801,6117581.0
30802,16192419.0
30803,3313896.75
30804,4118253.0
30805,11761500.0
30806,6963037.0
30807,5700005.0
30808,9939621.0
30809,5219636.0
30810,9463148.0
30811,4364685.0
30812,4903057.5
30813,4830902.0
30814,2478332.25
30815,3824733.5
30816,8398818.0
30817,1917979.75
30818,6667350.5
30819,7181635.5
30820,5369130.5
30821,26047884.0
30822,7746604.5
30823,8229397.5
30824,3532556.75
30825,5431731.0
30826,8313248.0
30827,5742443.0
30828,5462796.5
30829,5479592.5
30830,8894978.0
30831,5703235.0
30832,6082931.5
30833,4573291.0
30834,4398091.0
30835,6027856.5
30836,7236906.0
30837,5339188.0
30838,4024638.25
30839,6042579.5
30840,10060585.0
30841,8923458.0
30842,6745988.0
30843,5483513.0
30844,7785227.5
30845,8007255.5
30846,4281550.0
30847,5602047.5
30848,8734871.0
30849,4497342.0
30850,4126674.25
30851,5219262.5
30852,6904384.5
30853,4315670.0
30854,5526811.0
30855,6677048.0
30856,7667153.5
30857,2489522.75
30858,4167946.25
30859,6137660.5
30860,5158520.5
30861,7638056.0
30862,6277700.5
30863,5017784.5
30864,5597609.5
30865,9548836.0
30866,7256616.0
30867,5588584.5
30868,7087394.5
30869,5869809.5
30870,4947298.5
30871,7116253.5
30872,5258021.0
30873,4069726.75
30874,3166584.5
30875,6530995.0
30876,5058692.5
30877,9024978.0
30878,5670937.5
30879,11310967.0
30880,6165532.5
30881,1923842.0
30882,9898057.0
30883,3421602.75
30884,5687700.5
30885,4795351.5
30886,7906552.5
30887,5884629.0
30888,4410364.0
30889,4179557.25
30890,6109320.0
30891,3696083.75
30892,3690289.75
30893,4277501.5
30894,5502209.0
30895,4317559.5
30896,6191594.5
30897,7485631.0
30898,6996131.5
30899,6792281.0
30900,3616539.5
30901,6242566.5
30902,1989061.25
30903,6238811.0
30904,8149346.0
30905,5667958.5
30906,5098110.5
30907,8170949.0
30908,4512512.0
30909,11960396.0
30910,7034574.5
30911,3819969.0
30912,5996465.0
30913,18175648.0
30914,5645645.5
30915,6090471.5
30916,6018987.5
30917,7452487.5
30918,6204687.5
30919,4933508.0
30920,4423131.0
30921,4115693.25
30922,5540806.5
30923,3738721.25
30924,5281773.0
30925,14694040.0
30926,6835448.0
30927,7431309.5
30928,5221906.5
30929,5281773.0
30930,8619788.0
30931,10193573.0
30932,4684602.0
30933,4372075.5
30934,12345404.0
30935,6902988.5
30936,6822124.0
30937,9209231.0
30938,3698481.25
30939,9781640.0
30940,7252071.0
30941,6016898.5
30942,3803349.5
30943,7057367.0
30944,5115546.0
30945,3456024.25
30946,11434566.0
30947,5683092.0
30948,8653194.0
30949,5746344.0
30950,5204312.0
30951,15553396.0
30952,7788250.0
30953,10498112.0
30954,4935183.0
30955,5804927.0
30956,7041427.5
30957,5238816.0
30958,21207540.0
30959,7704300.0
30960,6968238.0
30961,7447478.5
30962,10496110.0
30963,4110256.75
30964,4063676.5
30965,6814327.5
30966,11677408.0
30967,11278867.0
30968,3732675.5
30969,3839336.75
30970,6208274.0
30971,11156568.0
30972,3975705.5
30973,5474818.5
30974,4928936.5
30975,6947800.5
30976,5205468.5
30977,6996438.5
30978,7466359.5
30979,3700210.0
30980,7137316.5
30981,5265427.5
30982,6298779.5
30983,4208194.0
30984,5687700.5
30985,3649784.5
30986,9740922.0
30987,7483596.5
30988,5158171.0
30989,6438460.5
30990,13285648.0
30991,7714063.5
30992,2666801.0
30993,7146716.0
30994,4461901.0
30995,6371095.0
30996,5717786.5
30997,7086239.0
30998,5889142.5
30999,9938351.0
31000,6286471.5
31001,6144923.0
31002,8267754.5
31003,7668857.0
31004,4288816.5
31005,2928603.5
31006,7196733.0
31007,4212924.5
31008,5949533.5
31009,6206557.5
31010,6140014.0
31011,4244736.0
31012,5849524.0
31013,7142198.5
31014,11275404.0
31015,6049158.5
31016,4230034.5
31017,9820767.0
31018,5017454.0
31019,4420824.5
31020,6130500.0
31021,11462822.0
31022,19434348.0
31023,10069473.0
31024,4881172.0
31025,5838695.0
31026,5207330.5
31027,4356538.0
31028,3183638.25
31029,7583923.0
31030,6902613.0
31031,8383197.0
31032,9544029.0
31033,8227082.5
31034,5882839.0
31035,9971636.0
31036,6330280.5
31037,23956100.0
31038,4397705.5
31039,7650923.5
31040,5621941.0
31041,4266086.5
31042,3784340.0
31043,5787741.0
31044,7145809.5
