id,price_doc
30474,5488604.0
30475,8346334.0
30476,5509450.0
30477,6028949.0
30478,5318271.5
30479,9074032.0
30480,4610685.5
30481,4138363.5
30482,5213591.5
30483,5302379.5
30484,6627109.0
30485,5042932.0
30486,3813290.0
30487,3650289.25
30488,6620147.5
30489,6125649.5
30490,15243056.0
30491,18543324.0
30492,5807552.0
30493,12274988.0
30494,7122384.5
30495,9151727.0
30496,8746032.0
30497,7424332.0
30498,4579353.5
30499,8496151.0
30500,11756969.0
30501,6777405.0
30502,3430915.25
30503,6289859.5
30504,5822814.0
30505,11886394.0
30506,3477816.25
30507,5179871.0
30508,5663301.0
30509,7758323.0
30510,9564950.0
30511,6847851.5
30512,6851111.5
30513,4615820.0
30514,3736179.75
30515,10348728.0
30516,6311250.5
30517,9923103.0
30518,6008177.0
30519,4345446.5
30520,7095882.5
30521,5128393.0
30522,7140278.0
30523,6591025.0
30524,11149251.0
30525,8015736.5
30526,5138453.5
30527,4944704.0
30528,6917434.0
30529,6198944.5
30530,6062834.5
30531,14871985.0
30532,4850929.0
30533,9167258.0
30534,7073781.5
30535,9710129.0
30536,5839814.5
30537,9331730.0
30538,5028529.5
30539,9010874.0
30540,9817509.0
30541,6014770.0
30542,2116064.75
30543,5510937.0
30544,6971010.0
30545,7329233.5
30546,4183209.75
30547,10097804.0
30548,4681190.0
30549,5745346.5
30550,10932374.0
30551,5531013.5
30552,1924280.5
30553,6846199.5
30554,9540571.0
30555,6391195.5
30556,8067333.5
30557,7377065.5
30558,10513782.0
30559,5264217.5
30560,6420623.5
30561,6915059.5
30562,11134587.0
30563,4667647.0
30564,7071670.5
30565,6238317.0
30566,7183656.5
30567,2086519.125
30568,10230074.0
30569,9004380.0
30570,6885315.5
30571,7242823.0
30572,5183201.5
30573,6824505.5
30574,6014001.5
30575,6050872.0
30576,4116827.75
30577,3845397.75
30578,3447021.75
30579,7008719.5
30580,4756613.5
30581,5328674.0
30582,10787855.0
30583,7377832.5
30584,4031987.25
30585,2993228.0
30586,8272155.0
30587,6503926.5
30588,7657434.5
30589,8074183.5
30590,11891655.0
30591,5585616.5
30592,7454627.0
30593,7858412.0
30594,8011816.0
30595,5215476.0
30596,7647954.5
30597,6738928.0
30598,9689168.0
30599,10541593.0
30600,5246806.0
30601,6040822.5
30602,2006767.625
30603,12455931.0
30604,4493702.5
30605,7221524.5
30606,21155300.0
30607,5376140.0
30608,8608886.0
30609,6129599.5
30610,3289873.75
30611,5664851.0
30612,7062383.0
30613,8429205.0
30614,17267048.0
30615,8217289.0
30616,5791540.0
30617,10525379.0
30618,5053369.0
30619,4527172.0
30620,2974730.75
30621,8571627.0
30622,6903541.5
30623,5935926.0
30624,7085962.0
30625,7938134.0
30626,6251222.5
30627,5828797.5
30628,6693720.5
30629,5614247.0
30630,4875407.5
30631,6521895.5
30632,4789743.0
30633,5657390.0
30634,11483392.0
30635,9885265.0
30636,5361834.0
30637,9253496.0
30638,6546297.5
30639,7934902.0
30640,4494435.0
30641,7922622.0
30642,7129044.5
30643,6756334.5
30644,9689168.0
30645,7299476.0
30646,5125048.5
30647,4845413.0
30648,22771904.0
30649,2550605.0
30650,5004856.5
30651,3483638.5
30652,4532066.5
30653,8024777.0
30654,4790826.0
30655,11580899.0
30656,4077854.25
30657,5832495.5
30658,9678105.0
30659,5186588.5
30660,8318339.5
30661,6810052.5
30662,9055982.0
30663,15368236.0
30664,11070317.0
30665,6451768.0
30666,2885491.0
30667,4939322.0
30668,9661450.0
30669,4990786.5
30670,2815416.75
30671,7675918.0
30672,14252251.0
30673,7514026.0
30674,9625124.0
30675,2108605.25
30676,6703737.5
30677,4602953.0
30678,14477657.0
30679,5914668.0
30680,5345241.0
30681,2460099.0
30682,9122327.0
30683,10163326.0
30684,4527470.0
30685,6850464.5
30686,10096706.0
30687,5296810.0
30688,5006379.5
30689,9837865.0
30690,22802720.0
30691,4971462.0
30692,6300317.5
30693,10698596.0
30694,5161852.0
30695,7275755.5
30696,6200369.0
30697,11825947.0
30698,4184478.75
30699,6535350.0
30700,5200948.0
30701,9702280.0
30702,5598357.0
30703,4091152.75
30704,11182602.0
30705,9056742.0
30706,25475320.0
30707,3781234.0
30708,9110242.0
30709,6113055.5
30710,8484556.0
30711,4998484.0
30712,4335557.5
30713,4900725.0
30714,6981628.5
30715,4443043.5
30716,10149611.0
30717,6287724.5
30718,9351312.0
30719,14185616.0
30720,7053774.0
30721,3626700.75
30722,6531424.5
30723,6572802.5
30724,11954010.0
30725,6908020.0
30726,11806452.0
30727,10359926.0
30728,9815898.0
30729,3663678.0
30730,6570872.5
30731,5186173.0
30732,3938913.25
30733,9433953.0
30734,6959060.5
30735,5808936.5
30736,5797171.0
30737,7213120.5
30738,6220447.0
30739,4631694.0
30740,7815877.0
30741,11343158.0
30742,3749572.5
30743,5357744.5
30744,9779308.0
30745,6375234.5
30746,5966864.0
30747,15379731.0
30748,15711422.0
30749,5485098.0
30750,6572376.5
30751,3431893.75
30752,8754628.0
30753,10461952.0
