id,price_doc
30474,5585243.5
30475,8655406.0
30476,5474275.5
30477,5765968.5
30478,5274333.5
30479,10393097.0
30480,4695412.5
30481,4038410.0
30482,5267467.0
30483,5047921.5
30484,6144465.5
30485,5118357.0
30486,4248988.5
30487,4294874.0
30488,6695093.0
30489,5745357.5
30490,10879601.0
30491,14205110.0
30492,6195422.0
30493,12600402.0
30494,7043637.0
30495,8386771.5
30496,8926948.0
30497,7767881.0
30498,4450354.5
30499,6994890.5
30500,12015455.0
30501,6880012.0
30502,3280897.25
30503,5981107.5
30504,5318489.5
30505,10768325.0
30506,3163394.0
30507,5168719.0
30508,5728637.5
30509,6701346.5
30510,9020710.0
30511,5657044.5
30512,5708410.0
30513,4749777.5
30514,3619644.75
30515,9586319.0
30516,6275330.0
30517,10566171.0
30518,6464276.5
30519,4304161.5
30520,6849700.0
30521,6014380.0
30522,7335289.0
30523,6612462.5
30524,9445801.0
30525,7840476.0
30526,5009914.0
30527,4705104.0
30528,6666352.5
30529,5940111.0
30530,5984970.0
30531,14408485.0
30532,5009957.0
30533,9054565.0
30534,7062464.0
30535,9674746.0
30536,5695457.0
30537,9287003.0
30538,4665048.0
30539,9195716.0
30540,9806654.0
30541,5405913.0
30542,1842397.0
30543,5334694.0
30544,6880530.5
30545,7235153.0
30546,3746370.0
30547,10131352.0
30548,4525251.0
30549,5666650.5
30550,11234852.0
30551,5202863.0
30552,1963396.0
30553,6697194.0
30554,7554514.5
30555,6484355.5
30556,8272889.0
30557,7325572.0
30558,9360913.0
30559,5130261.5
30560,5867285.0
30561,6707184.0
30562,9656807.0
30563,4380581.0
30564,7004456.5
30565,6771797.0
30566,7010491.0
30567,2071946.75
30568,9575336.0
30569,8184168.0
30570,6760711.0
30571,7062396.5
30572,5032641.0
30573,6695240.0
30574,4723951.5
30575,5995087.0
30576,4638342.5
30577,3486061.25
30578,3151154.25
30579,6587154.0
30580,4660503.5
30581,5210564.5
30582,11088047.0
30583,7301996.5
30584,4124852.5
30585,2758124.75
30586,8390148.0
30587,6412900.5
30588,7191155.0
30589,8242577.5
30590,11905975.0
30591,5846245.0
30592,6669926.0
30593,8636211.0
30594,7111091.0
30595,5023300.0
30596,7138113.0
30597,6659636.0
30598,9894546.0
30599,11124822.0
30600,4989311.5
30601,5700451.0
30602,1923836.5
30603,12140915.0
30604,4548351.0
30605,7100330.0
30606,15392644.0
30607,4555275.0
30608,8816882.0
30609,5735344.5
30610,2596653.25
30611,5713497.0
30612,7196636.5
30613,8136524.5
30614,18448816.0
30615,7999287.5
30616,5814468.0
30617,9136257.0
30618,5095126.5
30619,4515202.5
30620,2763466.75
30621,8699365.0
30622,7452544.0
30623,6043167.5
30624,7474117.5
30625,7934251.5
30626,6411800.0
30627,6365077.0
30628,6790480.0
30629,5441675.5
30630,4689657.5
30631,6481147.0
30632,4582616.5
30633,5848191.0
30634,10052241.0
30635,10132435.0
30636,5551761.0
30637,9497849.0
30638,5765968.5
30639,7911583.5
30640,4334813.5
30641,8309546.5
30642,6298119.0
30643,6948834.0
30644,10235168.0
30645,7158714.5
30646,5202411.5
30647,5017133.5
30648,24113476.0
30649,2479691.75
