id,price_doc
30474,5351718.5
30475,7786037.0
30476,5573548.5
30477,6522405.5
30478,5085863.5
30479,8648310.0
30480,4540377.0
30481,3936983.0
30482,5884730.0
30483,4858392.0
30484,6391433.5
30485,4967438.5
30486,4157212.25
30487,3711197.25
30488,6821154.5
30489,6088741.0
30490,12049835.0
30491,13983760.0
30492,4779358.0
30493,13677372.0
30494,7169372.5
30495,9309082.0
30496,9849581.0
30497,7860863.0
30498,4276522.5
30499,7884693.5
30500,11485495.0
30501,6606159.5
30502,3103694.0
30503,6424942.0
30504,5600370.0
30505,11492858.0
30506,3019012.5
30507,4958460.0
30508,5647363.5
30509,6802043.0
30510,9465152.0
30511,6366819.0
30512,4732862.0
30513,4544912.5
30514,3819484.5
30515,9834001.0
30516,5969152.0
30517,11207927.0
30518,6510821.0
30519,4389061.5
30520,7131791.5
30521,5452829.0
30522,7276630.0
30523,6426216.5
30524,8812788.0
30525,9193155.0
30526,4959018.0
30527,4777717.5
30528,6522181.5
30529,5488714.0
30530,5727315.5
30531,15370904.0
30532,5003897.5
30533,7768962.5
30534,7262113.0
30535,9692920.0
30536,6059794.0
30537,9092709.0
30538,4468224.5
30539,8354385.5
30540,9908635.0
30541,6323372.0
30542,2051380.875
30543,4950866.5
30544,6832893.5
30545,7553736.5
30546,3395429.0
30547,11115384.0
30548,4580869.0
30549,5501086.5
30550,11732417.0
30551,4999323.0
30552,1994231.375
30553,6685344.0
30554,7818874.0
30555,6381664.0
30556,8112699.0
30557,6032917.5
30558,9279973.0
30559,5206228.0
30560,5760972.5
30561,6903403.0
30562,10234523.0
30563,5047936.0
30564,6853111.0
30565,5666510.0
30566,7105159.5
30567,2028052.125
30568,9701299.0
30569,8168837.5
30570,6681761.5
30571,6503783.5
30572,5021542.0
30573,6986803.5
30574,5719390.0
30575,6723386.5
30576,4979923.0
30577,4395596.0
30578,2911741.0
30579,6728794.0
30580,4458132.5
30581,5076162.5
30582,10361210.0
30583,7410340.0
30584,4110119.5
30585,3417744.75
30586,8815377.0
30587,6114554.0
30588,6784583.0
30589,7266179.5
30590,10693373.0
30591,5209118.5
30592,6223894.5
30593,8769903.0
30594,7197824.0
30595,4747124.0
30596,7261531.5
30597,6999255.0
30598,9888396.0
30599,11637030.0
30600,5075185.0
30601,6095108.5
30602,1913823.0
30603,12627541.0
30604,4317880.5
30605,7233262.5
30606,18032692.0
30607,6652387.0
30608,8666838.0
30609,6123879.5
30610,3171979.5
30611,5776900.0
30612,6878162.0
30613,9685196.0
30614,21290988.0
30615,7741767.0
30616,5963997.0
30617,9403162.0
30618,4616383.5
30619,4428559.0
30620,2695407.25
30621,8575070.0
30622,7106067.5
30623,5873594.5
30624,7307165.5
30625,8045751.0
30626,6368197.5
30627,5496613.0
30628,6765458.0
30629,5390643.5
30630,4829041.0
30631,6559252.0
30632,4462054.0
30633,5611426.0
30634,10436779.0
30635,10191648.0
30636,5309899.0
30637,9376280.0
30638,5696668.5
30639,7667745.5
30640,4330045.5
30641,8840996.0
30642,6522163.0
30643,7599163.0
30644,9913134.0
30645,6440303.0
30646,5386840.5
30647,4630616.5
30648,25044320.0
30649,2501885.0
30650,4434869.0
30651,3039663.0
30652,4564798.5
30653,8061357.5
30654,5141728.0
30655,9198487.0
30656,4009846.25
30657,5946788.0
30658,9850370.0
30659,4896408.0
30660,7594540.5
30661,6589956.5
30662,8781561.0
30663,12895866.0
30664,11002724.0
30665,6624379.0
30666,2687724.5
30667,4650629.5
30668,10531404.0
30669,5314078.5
30670,2552442.25
30671,7172005.5
30672,11146019.0
30673,11134120.0
30674,10494869.0
30675,2090544.5
30676,6452315.5
30677,4310018.5
30678,25370340.0
30679,5353444.0
30680,5481997.0
30681,2030269.75
30682,8587181.0
30683,9924599.0
30684,3740882.5
30685,7226664.0
30686,9990521.0
30687,5041133.5
30688,4549014.5
30689,11755287.0
30690,25117656.0
30691,4658770.5
30692,5908021.0
30693,11154185.0
30694,5582794.0
30695,7245420.5
30696,6899329.0
30697,11292902.0
30698,6326201.0
30699,5819383.0
30700,5015593.0
30701,9913134.0
30702,5777522.5
30703,4168085.5
30704,11217765.0
30705,8710705.0
30706,26588952.0
30707,3514277.5
30708,12734350.0
30709,5731637.5
30710,7757812.5
30711,5316369.5
30712,3777096.5
30713,5152610.5
30714,6040200.0
30715,4356820.5
30716,9920700.0
30717,6093196.5
30718,7954123.5
30719,11448336.0
30720,6541036.5
30721,3755875.0
30722,5824258.0
30723,6091744.0
30724,11886416.0
30725,6490796.0
30726,9272825.0
30727,9703168.0
30728,12024786.0
30729,3191572.5
30730,5685775.5
30731,6192120.0
30732,3665509.25
30733,8974785.0
30734,6623855.0
30735,6032728.0
30736,5045087.0
30737,6684400.5
30738,4563323.0
30739,4251591.0
30740,7449495.5
30741,11550479.0
30742,4445960.0
30743,4873771.0
30744,9965609.0
30745,6446263.5
30746,6089014.0
30747,17087472.0
30748,17736232.0
30749,5283093.0
30750,6423875.5
30751,3157580.0
30752,7682773.0
30753,10687909.0
30754,4631579.5
30755,4259712.0
30756,6503914.0
30757,4739095.0
30758,10246712.0
30759,5245915.0
30760,4141056.0
30761,7536920.0
30762,6839276.0
30763,12120069.0
30764,6158645.0
30765,5384873.0
30766,3610980.5
30767,9642801.0
30768,4045375.5
30769,6792138.5
30770,6348224.0
30771,3149216.5
30772,7684458.5
